citation,name,publisher,cite_type,edition1,edition2,edition3,edition4,edition5,edition6,start_e1,start_e2,start_e3,start_e4,start_e5,start_e6,end_e1,end_e2,end_e3,end_e4,end_e5,end_e6,mlz_jurisdictions,variations,href,notes
Tex.,Texas Reports,,state,Tex.,,,,,,1846-01-01T00:00:00,,,,,,1962-12-31T00:00:00,,,,,,us:tx;supreme.court,"Supp. Tex., Tex. Rep., Tex.S.Ct., Texas, Texas Rep.",,
Tex. App. LEXIS,LexisNexis Texas Appeals Court,,state,Tex. App. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:tx;appeals.court,,,
Tex. Civ. App.,Texas Civil Appeals Reports,,state,Tex. Civ. App.,,,,,,1892-01-01T00:00:00,,,,,,1911-12-31T00:00:00,,,,,,us:tx;supreme.court,Tex.Civ.App.,,
Tex. Crim.,Texas Criminal Reports,,state,Tex. Crim.,,,,,,1891-01-01T00:00:00,,,,,,1962-12-31T00:00:00,,,,,,us:tx;supreme.court,"Tex. Cr. R., Tex.Cr., Tex.Cr.App., Tex.Cr.R., Tex.Crim., Tex.Crim.Rep., Texas Cr. Rep., Texas Crim. Rep.",,
Tex. Crim. App. LEXIS,LexisNexis Texas Criminal Court of Appeals,,state,Tex. Crim. App. LEXIS,,,,,,1841-01-01T00:00:00,,,,,,,,,,,,us:tx;supreme.court,,,
Tex. Crim. App. Unpub. LEXIS,LexisNexis Texas Court of Criminal Appeals Unpublished,,state,Tex. Crim. App. Unpub. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:tx;supreme.court,,,
Tex. Ct. App.,Texas Court of Appeals Reports,,state,Tex. Ct. App.,,,,,,1876-01-01T00:00:00,,,,,,1891-12-31T00:00:00,,,,,,us:tx;supreme.court,Tex.Ct.App.R.,,
Tex. L. R.,Texas Law Reporter,,state,Tex. L. R.,,,,,,1844-01-01T00:00:00,,,,,,1885-12-31T00:00:00,,,,,,us:tx;supreme.court,,,
Tex. LEXIS,LexisNexis Texas Supreme Court,,state,Tex. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:tx;supreme.court,,,
Tex. Sup. Ct. J.,Texas Supreme Court Journal,,state,Tex. Sup. Ct. J.,,,,,,1957-01-01T00:00:00,,,,,,,,,,,,us:tx;supreme.court,Tex. Sup. J.,,
Tex.Bankr.Ct.Rep.,Texas Bankruptcy Court Report,,specialty,Tex.Bankr.Ct.Rep.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,Tex. Bankr. Ct. Rep.,,
Thomp. & Cook,Thompson & Cook's Supreme Court Reports,,state,Thomp. & Cook,,,,,,1873-01-01T00:00:00,,,,,,1875-12-31T00:00:00,,,,,,us:ny;superior.court,,,
Thompson,Thompson's Unreported Cases (TN),,state,Thompson,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:tn;supreme.court,"Thomp. Cas., Unrep. Tenn. Cas.",,
Tiess.,"Decisions, Court of Appeal, parish of Orleans (Teissier)",,state,Tiess.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:la;court.appeals,,,
Tiffany,Tiffany's Reports (28-39 New York Court of Appeals),,state,Tiffany,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ny;court.appeals,"Tiff, Tiff.",,
Trade Cas. (CCH),Trade Cases,,specialty,Trade Cas. (CCH),,,,,,1914-01-01T00:00:00,,,,,,,,,,,,,"Trade Cas., Trade Cases",http://w3.nexis.com/sources/scripts/info.pl?168025,
Trade Reg. Rep. (CCH),CCH Trade Regulations Reporter,,specialty,Trade Reg. Rep. (CCH),,,,,,1914-01-01T00:00:00,,,,,,,,,,,,,,,
Trans. App.,Transcript Appeals,,state,Trans. App.,,,,,,1867-01-01T00:00:00,,,,,,1868-12-31T00:00:00,,,,,,us:ny;court.appeals,,,
Tread.,Treadway's South Carolina Law Reports (1812-16),,state,Tread.,,,,,,1812-01-01T00:00:00,,,,,,1816-12-31T00:00:00,,,,,,us:sc;supreme.court,"S.C.L.(Tread.), Tread",,
Tread.,Treadway's South Carolina Constitutional Reports,,state,Tread.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:sc;supreme.court,"Tread, Tread. Const., Treadway Const. (S.C.)",,
Treas. Dec.,Treasury Decisions Under Customs and Other Laws (U.S.),,specialty,Treas. Dec.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Treas. Dec. Int. Rev.,Treasury Decisions Under Internal Revenue Laws,,federal,Treas. Dec. Int. Rev.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us;federal,,https://law.resource.org/pub/us/code/blue/IndigoBook.html#T2,
Tuck. & Cl.,"District of Columbia Reports, Tucker and Clephane",,state,Tuck. & Cl.,,,,,,1892-01-01T00:00:00,,,,,,1893-12-31T00:00:00,,,,,,us:dc;court.appeals,"D.C.(Tuck.& Cl.), Tuck., Tuck.& C.",,
Tuck. Surr.,Tucker's Surrogate's Reports,,state,Tuck. Surr.,,,,,,1870-01-01T00:00:00,,,,,,1870-12-31T00:00:00,,,,,,us:ny;court.appeals,,,
Tyl.,"Vermont Reports, Tyler",,state,Tyl.,,,,,,1800-01-01T00:00:00,,,,,,1803-12-31T00:00:00,,,,,,us:vt;supreme.court,Tyler,,
Tyng,"Massachusetts Reports, Tyng",,state,Tyng,,,,,,1806-01-01T00:00:00,,,,,,1822-12-31T00:00:00,,,,,,us:ma;appeals.court,Mass.(Tyng),,
U.C.C. Rep. Serv. (West),Uniform Commercial Code Reporting Service,,specialty,U.C.C. Rep. Serv. (West),U.C.C. Rep. Serv. 2d (West),,,,,1750-01-01T00:00:00,1986-01-01T00:00:00,,,,,1986-12-31T00:00:00,,,,,,,"U.C.C. Rep. Serv., U.C.C. Rep. Serv. (Callaghan), U.C.C. Rep. Serv. 2d, U.C.C. Rep. Serv. 2d (Callaghan), U.C.C. Rep. Serv.2d, U.C.C. Rep. Serv.2d (Callaghan), U.C.C. Rep. Serv.2d (West), U.C.C. Rep.Serv., U.C.C. Rep.Serv. (Callaghan), U.C.C. Rep.Serv. (West), U.C.C. Rep.Serv.2d, U.C.C. Rep.Serv.2d (Callaghan), U.C.C. Rep.Serv.2d (West), UCC Rep. Serv., UCC Rep. Serv. 2d, UCC Rep. Serv.2d, UCC Rep. Serv.2d (Callaghan), UCC Rep. Serv.2d (West), UCC Rep.Serv., UCC Rep.Serv. (Callaghan), UCC Rep.Serv. (West), UCC Rep.Serv.2d, UCC Rep.Serv.2d (Callaghan), UCC Rep.Serv.2d (West)",http://legalsolutions.thomsonreuters.com/law-products/Reporters/Uniform-Commercial-Code-Reporting-Service-2d/p/100027471,"The Blue Book itself gets this one wrong, stating in Table T15 that the second series does not use 2d. We have the correct citation style here."
U.S.,United States Supreme Court Reports,,federal,U.S.,,,,,,1875-01-01T00:00:00,,,,,,,,,,,,us;supreme.court,"Otto, U. S., U. S. Rep., U.S.S.C.Rep., US, USSCR",,"Otto was the first 'anonymous' SCOTUS reporter. In theory, he shouldn't ever have citations under his name. Nevertheless, he does, so we simply consider these citations to be variations of U.S."
U.S. (Apx.),United States (US) Reports Appendix,,federal,U.S. (Apx.),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,U.S. Appx.,,
U.S. App. D.C.,United States Court of Appeals Reports,,state,U.S. App. D.C.,,,,,,1941-01-01T00:00:00,,,,,,,,,,,,us:dc;court.appeals,,,
U.S. App. LEXIS,LexisNexis U.S. Appeals Citation,,specialty_lexis,U.S. App. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,"us:c10;court.appeals, us:c11;court.appeals, us:c1;court.appeals, us:c2;court.appeals, us:c3;court.appeals, us:c4;court.appeals, us:c5;court.appeals, us:c6;court.appeals, us:c7;court.appeals, us:c8;court.appeals, us:c9;court.appeals",,,
U.S. CMCR LEXIS,LexisNexis United States Court of Military Commission Review,,specialty,U.S. CMCR LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:c;court.appeals.armed.forces,,,
U.S. Claims LEXIS,LexisNexis United States Claims Court,,specialty,U.S. Claims LEXIS,,,,,,1982-01-01T00:00:00,,,,,,,,,,,,us:c;claims.court,U.S. Cl. Ct. LEXIS,,
U.S. Commerce Ct. LEXIS,LexisNexis United States Commerce Court,,specialty,U.S. Commerce Ct. LEXIS,,,,,,1910-01-01T00:00:00,,,,,,1913-12-31T00:00:00,,,,,,us:c;court.commerce,,,
U.S. Ct. Cl. LEXIS,LexisNexis United States Court of Claims,,specialty,U.S. Ct. Cl. LEXIS,,,,,,1856-01-01T00:00:00,,,,,,,,,,,,us:c;court.claims,,,
U.S. Dist. LEXIS,LexisNexis U.S. District Court Citation,,specialty_lexis,U.S. Dist. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,"us:c0:dc.d;district.court, us:c10:co.d;district.court, us:c10:ks.d;district.court, us:c10:nm.d;district.court, us:c10:ok.ed;district.court, us:c10:ut.d;district.court, us:c10:wy.d;district.court, us:c11:al.md;district.court, us:c11:fl.md;district.court, us:c11:ga.md;district.court, us:c1:ma.d;district.court, us:c1:me.d;district.court, us:c1:nh.d;district.court, us:c1:pr.d;district.court, us:c1:ri.d;district.court, us:c2:ct.d;district.court, us:c2:ny.ed;district.court, us:c2:vt.d;district.court, us:c3:de.d;district.court, us:c3:nj.d;district.court, us:c3:pa.d;district.court, us:c3:vi.d;district.court, us:c4:md.d;district.court, us:c4:nc.ed;district.court, us:c4:sc.d;district.court, us:c4:sc.ed;district.court, us:c4:sc.wd;district.court, us:c4:va.ed;district.court, us:c4:wv.nd;district.court, us:c5:la.ed;district.court, us:c5:ms.nd;district.court, us:c5:pz.d;district.court, us:c5:tx.ed;district.court, us:c6:ky.ed;district.court, us:c6:mi.ed;district.court, us:c6:oh.d;district.court, us:c6:tn.d;district.court, us:c7:il.cd;district.court, us:c7:in.d;district.court, us:c7:wi.ed;district.court, us:c8:ar.ed;district.court, us:c8:ia.nd;district.court, us:c8:mn.d;district.court, us:c8:mo.cd;district.court, us:c8:nd.d;district.court, us:c8:ne.d;district.court, us:c8:sd.d;district.court, us:c9:ak.d;district.court, us:c9:az.d;district.court, us:c9:ca.cd;district.court, us:c9:gu.d;district.court, us:c9:hi.d;district.court, us:c9:id.d;district.court, us:c9:mp.d;district.court, us:c9:mt.d;district.court, us:c9:nv.d;district.court, us:c9:or.d;district.court, us:c9:wa.ed;district.court",,,
U.S. LEXIS,Lexis SCOTUS Citation,RELX Group,specialty_lexis,U.S. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us;supreme.court,,,
U.S. Law Int.,United States Law Intelligencer and Review (Providence and Philadelphia),,federal,U.S. Law Int.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,U. S. Law Int.,,
U.S. Tax Cas. (CCH),United States (US) Tax Cases (CCH),,specialty,U.S. Tax Cas. (CCH),,,,,,1900-01-01T00:00:00,,,,,,,,,,,,us:c;tax.court,,,
U.S. Tax Ct. LEXIS,United States (US) Tax Cases Lexis,,specialty_lexis,U.S. Tax Ct. LEXIS,,,,,,1924-01-01T00:00:00,,,,,,,,,,,,us:c;tax.court,,,
U.S. Tax Rep. (RIA),U.S. Tax Reporter,,specialty,U.S. Tax Rep. (RIA),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
U.S. Vet. App. LEXIS,LexisNexis United States Board of Veteran Appeals,,specialty,U.S. Vet. App. LEXIS,,,,,,1990-01-01T00:00:00,,,,,,,,,,,,us:c;board.veterans.appeals,U.S. App. Vet. Claims LEXIS,,
U.S.L.W.,United States Law Week,,specialty,U.S.L.W.,,,,,,1933-01-01T00:00:00,,,,,,,,,,,,us;supreme.court,USLW,,
U.S.L.W. (BNA),The United States Law Week,,specialty,U.S.L.W. (BNA),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
U.S.P.Q. (BNA),The United States Patents Quarterly,,specialty,U.S.P.Q. (BNA),U.S.P.Q. 2d (BNA),,,,,1913-01-01T00:00:00,1987-01-01T00:00:00,,,,,1987-12-31T00:00:00,,,,,,,"U.S.P.Q., U.S.P.Q.2D (BNA), U.S.P.Q.2d, U.S.P.Q.2d (BNA), USPQ, USPQ (BNA), USPQ 2d, USPQ 2d (BNA)",http://www.bna.com/iprc_uspq/,
USCMA,"Official Reports, United States Court of Military Appeals",,specialty,USCMA,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:c;court.appeals.armed.forces,U.S.C.M.A.,,
UT,Utah Neutral Citation,,neutral,UT,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ut;supreme.court,,,
UT App,Utah Neutral Citation,,neutral,UT App,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ut;court.appeals,"UT App., UT Ct. App., UTApp, Utah App, Utah App., Utah Ct. App.",,
Unemployment Ins. Rep.,Unemployment Insurance Reports (CCH),,specialty,Unemployment Ins. Rep.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,"CCH Unemployment Ins. Rep., CCH, Unemployment Ins. Rep., Unempl. Ins. Rep. (CCH), Unemployment Ins. Rep. (CCH)",,
Union Lab. Rep. (BNA),Union Labor Report,,specialty,Union Lab. Rep. (BNA),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Utah,Utah Reports,,state,Utah,Utah 2d,,,,,1851-01-01T00:00:00,1851-01-01T00:00:00,,,,,1974-12-31T00:00:00,1974-12-31T00:00:00,,,,,us:ut;supreme.court,,,
Utah Adv. Rep.,Utah Advance Reports,Code Co.,state,Utah Adv. Rep.,,,,,,1987-01-01T00:00:00,,,,,,,,,,,,,,http://www.code-co.com/,
Utah App. LEXIS,LexisNexis Utah Appeals Court,,state,Utah App. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ut;appeals.court,,,
Utah LEXIS,LexisNexis Utah Supreme Court,,state,Utah LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ut;supreme.court,,,
Util. L. Rep. (CCH),Utilities Law Reports,,specialty,Util. L. Rep. (CCH),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
V.I.,Virgin Islands Reports,,state,V.I.,,,,,,1917-01-01T00:00:00,,,,,,,,,,,,us:c3:vi.d;district.court,,,
V.I. LEXIS,LexisNexis Virgin Island Supreme Court,,state,V.I. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:vi;supreme.court,,,
V.I. Supreme LEXIS,LexisNexis Virgin Islands Supreme Court,,state,V.I. Supreme LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:vi;supreme.court,,,
VT,Vermont Neutral Citation,,neutral,VT,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:vt;supreme.court,,,
Va.,Virginia Reports,,state,Va.,,,,,,1880-01-01T00:00:00,,,,,,,,,,,,us:va;supreme.court,"V., Va. Rep., Virg.",,
Va. App.,Virginia Court of Appeals Reports,,state,Va. App.,,,,,,1985-01-01T00:00:00,,,,,,,,,,,,us:va;supreme.court,Va.App.,,
Va. App. LEXIS,LexisNexis Virginia Supreme Court,,state,Va. App. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:va;supreme.court,,,
Va. Cas.,"Virginia Cases, Criminal",,state,Va. Cas.,,,,,,1789-01-01T00:00:00,,,,,,1826-12-31T00:00:00,,,,,,us:va;supreme.court,,,
Va. Ch. Dec.,Wythe's Chancery Reports (1789-99) (Va.),,state,Va. Ch. Dec.,,,,,,1789-01-01T00:00:00,,,,,,1799-12-31T00:00:00,,,,,,us:va;chancery.court,"Wy., Wythe, Wythe (Va.), Wythe Ch. (Va.), Wythe's R., Wythe's Rep.",,
Va. Cir.,Virginia Circuit Court Opinions,,state,Va. Cir.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:va;circuit.court,,,
Va. Cir. LEXIS,LexisNexis Virgina Circuit Court,,state,Va. Cir. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:va;circuit.court,,,
Va. Col. Dec.,Virginia Colonial Decisions (Randolph & Barrandall),,specialty,Va. Col. Dec.,,,,,,1600-01-01T00:00:00,,,,,,,,,,,,,,,
Va. Dec.,Virginia Decisions,,state,Va. Dec.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:va;supreme.court,Va.Dec.,,
Va. LEXIS,LexisNexis Virginia Supreme Court,,state,Va. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:va;court.supreme,,,
Va. Law J.,Virginia Law Journal,,state,Va. Law J.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:va;supreme.court,Vir. L.J.,,
Va. Law Rep.,Virginia Law Reports,,state,Va. Law Rep.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:va;supreme.court,,,
Va. Unpub. LEXIS,LexisNexis Virginia Supreme Court Unpublished,,state,Va. Unpub. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:in;supreme.court,,,
Van Ness,"Van Ness' Prize Cases, United States (US) District Court, District of New York (NY)",,state,Van Ness,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,"us:c2:ny.ed;district.court, us:c2:ny.nd;district.court, us:c2:ny.sd;district.court, us:c2:ny.wd;district.court",,,
Vaux,"Reports of some of the criminal cases on primary hearing, before Richard Vaux, recorder of the city of Philadelphia",,state,Vaux,,,,,,1846-01-01T00:00:00,,,,,,1846-12-31T00:00:00,,,,,,us:pa;municipal.court,,,
Vet. App.,Veterans Appeals Reporter,,specialty,Vet. App.,,,,,,1990-01-01T00:00:00,,,,,,,,,,,,us:c;board.veterans.appeals,Vet.App.,,
Vroom,Vroom's Reports,,state,Vroom,Vroom (G.D.W),Vroom (P.D.),,,,1750-01-01T00:00:00,1750-01-01T00:00:00,1750-01-01T00:00:00,,,,,,,,,,us:nj;supreme.court,"Vr., Vroom (N.J.), Vroom.",,
Vt.,Vermont Reports,,state,Vt.,,,,,,1826-01-01T00:00:00,,,,,,,,,,,,us:vt;supreme.court,"V.R., Verm., Verm. Rep., Vt. Rep.",,
Vt. LEXIS,LexisNexis Vermont Supreme Court,,state,Vt. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:vt;supreme.court,,,
Vt. Super. LEXIS,LexisNexis Vermont Superior Court,,state,Vt. Super. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:vt;superior.court,,,
Vt. Unpub. LEXIS,LexisNexis Vermont Supreme Court Unpublished,,state,Vt. Unpub. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:vt;supreme.court,,,
W. Va.,West Virginia Reports,,state,W. Va.,,,,,,1864-01-01T00:00:00,,,,,,,,,,,,us:wv;supreme.court,"W.V., W.Va., West Va.",,
W. Va. LEXIS,LexisNexis West Virginia Supreme Court,,state,W. Va. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:wv;supreme.court,,,
W.L.B.,Weekly Law Bulletin (Ohio),,state,W.L.B.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:oh;supreme.court,"Ohio W.L. Bull., W.L. Bull., Weekly L. Bull., Weekly Law Bulletin, Weekly Law Bulletin (Ohio), Weekly LawBulletin",,Variations found in Prince's Bieber Dictionary of Legal Abbreviations
W.L.J.,Western Law Journal (OH),,federal,W.L.J.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,West. Law J.,,
W.L.M.,Western Law Monthly (OH),,federal,W.L.M.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,"W.L. M., W.L. Monthly, West Law Month., West. Law Month.",,
W.N.C.,Weekly Notes of Cases,,state,W.N.C.,,,,,,1874-01-01T00:00:00,,,,,,1899-12-31T00:00:00,,,,,,us:pa;supreme.court,"W.N.C. (Pa.), Wkly. N.C, Wkly. Notes Cas., Wkly. Notes Cas. (Pa.)",,Estimated date range
W.W. Harr.,W.W. Harrington's Reports,,state,W.W. Harr.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:de;supreme.court,"Harr., Harr. Rep., W.W. Harr. Del, W.W.H, W.W.Harr.",,
WI,Wisconsin Neutral Citation,,neutral,WI,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:wi;supreme.court,,,
WI App,Wisconsin Neutral Citation,,neutral,WI App,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:wi;court.appeals,,,
WL,West Law Citation,,specialty_west,WL,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,"us:ak;supreme.court, us:al;supreme.court, us:ar;supreme.court, us:az;supreme.court, us:c10;court.appeals, us:c11;court.appeals, us:c1;court.appeals, us:c2;court.appeals, us:c3;court.appeals, us:c4;court.appeals, us:c5;court.appeals, us:c6;court.appeals, us:c7;court.appeals, us:c8;court.appeals, us:c9;court.appeals, us:ca;supreme.court, us:co;supreme.court, us:ct;supreme.court, us:dc;court.appeals, us:de;supreme.court, us:fl;supreme.court, us:ga;supreme.court, us:hi;supreme.court, us:ia;supreme.court, us:id;supreme.court, us:il;supreme.court, us:in;supreme.court, us:ks;supreme.court, us:ky;supreme.court, us:la;supreme.court, us:ma;appeals.court, us:me;supreme.judicial.court, us:mi;supreme.court, us:mn;supreme.court, us:mo;supreme.court, us:ms;supreme.court, us:mt;supreme.court, us:nc;supreme.court, us:nd;supreme.court, us:ne;supreme.court, us:nh;supreme.court, us:nj;supreme.court, us:nm;supreme.court, us:nv;supreme.court, us:ny;court.appeals, us:oh;supreme.court, us:ok;supreme.court, us:or;supreme.court, us:pa;supreme.court, us:ri;supreme.court, us:sc;supreme.court, us:sd;supreme.court, us:tn;supreme.court, us:tx;supreme.court, us:ut;supreme.court, us:va;supreme.court, us:vt;supreme.court, us:wa;supreme.court, us:wi;supreme.court, us:wv;supreme.court, us:wy;supreme.court","Wl, wl",,
WY,Wyoming Neutral Citation,,neutral,WY,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:wy;supreme.court,WYO,,
Wage & Hour Cas. (BNA),Wage and Hour Cases,,specialty,Wage & Hour Cas. (BNA),Wage & Hour Cas.2d (BNA),,,,,1750-01-01T00:00:00,1750-01-01T00:00:00,,,,,,,,,,,,"Wage & Hour Cas., Wage & Hour Cas. 2d, Wage & Hour Cas. 2d (BNA)",,
Wage Hour & Leave Rep. (BNA),Wage Hour & Leave Report,,specialty,Wage Hour & Leave Rep. (BNA),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Walk.,"Pennsylvania State Reports, Walker",,state,Walk.,,,,,,1855-01-01T00:00:00,,,,,,1885-12-31T00:00:00,,,,,,us:pa;supreme.court,"Walk.Pa., Walker",,
Walk. Ch.,Reports of cases argued and determined in the court of chancery of the state of michigan,,state,Walk. Ch.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:mi;supreme.court,,,
Walker,"Mississippi Reports, Walker",,state,Walker,,,,,,1818-01-01T00:00:00,,,,,,1832-12-31T00:00:00,,,,,,us:ms;supreme.court,"Miss.(Walker), Walk., Walk.Miss.",,
Walker,Reports of cases decided by the supreme court of pennsylvania which have been omitted from the regular reports,,state,Walker,,,,,,1849-01-01T00:00:00,,,,,,1887-12-31T00:00:00,,,,,,us:pa;supreme.court,,,
Wall.,Wallace's Supreme Court Reports,,scotus_early,Wall.,,,,,,1863-01-01T00:00:00,,,,,,1874-12-31T00:00:00,,,,,,us;supreme.court,"U.S.(Wall.), Wall.Rep., Wall.S.C., Wallace R.",,
Wall.,Wallace's Circuit Court Reports,,federal,Wall.,,,,,,1863-01-01T00:00:00,,,,,,1874-12-31T00:00:00,,,,,,"us:c3:pa.ed;district.court, us:c3:pa.md;district.court, us:c3:pa.wd;district.court","Wall. C.C, Wall. Cir. Ct.",,
Wall. Jr.,"Wallace, Jr.'s Reports of Cases Determined in the Circuit Court of the United States for the Third Circuit",,federal,Wall. Jr.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,"Wall. Jr. C.C., Wallace, Jr., Rept.",,
Ware,Ware's United States (US) District Court Reports,,federal,Ware,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,Ware.,,
Wash.,"Virginia Reports, Washington",,state,Wash.,,,,,,1790-01-01T00:00:00,,,,,,1796-12-31T00:00:00,,,,,,us:va;supreme.court,"Va.(Wash.), Wash. (VA), Wash. Rep., Wash.Va.",,
Wash.,Washington Reports,,state,Wash.,Wash. 2d,,,,,1889-01-01T00:00:00,1889-01-01T00:00:00,,,,,,,,,,,us:wa;supreme.court,"W., W.2d, W.St., WASH, Wa., Wa.2d, Wash. Rep., Wash.2d, Wash.St., Wn, Wn., Wn. 2d, Wn.2d",,
Wash. App.,Washington Appellate Reports,,state,Wash. App.,,,,,,1969-01-01T00:00:00,,,,,,,,,,,,us:wa;supreme.court,"W.App., Wa.A., Wash.App., Wn. App., Wn.App.",,
Wash. App. LEXIS,LexisNexis Washington Supreme Court,,state,Wash. App. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:wa;supreme.court,,,
Wash. C. C.,Washington's United States (US) Circuit Court Reports,,federal,Wash. C. C.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,Wash. C. C. Rep.,,
Wash. Co.,"Washington County Reports, Pennsylvania",,state,Wash. Co.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:pa;supreme.court,"Wash. Co (Pa.), Wash. Co. R., Wash. Co. Rep., Wash. Co. Repr., Wash.Co.",,
Wash. LEXIS,LexisNexis Washington Supreme Court,,state,Wash. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:wa;supreme.court,,,
Wash. Terr.,Washington Territory Reports,,state,Wash. Terr.,,,,,,1854-01-01T00:00:00,,,,,,1888-12-31T00:00:00,,,,,,us:wa;supreme.court,"Allen, W.T., W.Ty.R., Wash., Wash. Rep., Wash.T., Wash.Ter., Wash.Ter.N.S., Wash.Terr., Wash.Ty., Wn. Terr.",,
Wash. Terr. LEXIS,LexisNexis Supreme Court of the Territory of Washington,,state,Wash. Terr. LEXIS,,,,,,1854-01-01T00:00:00,,,,,,1889-11-11T00:00:00,,,,,,us:wa;supreme.court,,,
Watts,"Pennsylvania State Reports, Watts",,state,Watts,,,,,,1832-01-01T00:00:00,,,,,,1840-12-31T00:00:00,,,,,,us:pa;supreme.court,"Wa., Watts Rep., Watts(Pa.)",,
Watts & Serg.,"Pennsylvania State Reports, Watts & Sergeant",,state,Watts & Serg.,,,,,,1841-01-01T00:00:00,,,,,,1845-12-31T00:00:00,,,,,,us:pa;supreme.court,"W. & S., Watts & S.",,
Week. Law Gaz.,Weekly Law Gazette (Ohio),,state,Week. Law Gaz.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:oh;supreme.court,"Wkly. Law Gaz., Wkly. Law Gaz. No.",,
Week. No.,Weekly Notes of Cases (Pa.) (1874-99),,state,Week. No.,,,,,,1874-01-01T00:00:00,,,,,,1899-12-31T00:00:00,,,,,,us:pa;supreme.court,Week. Notes Cas.,,
Wells' Notebook,Wells' Notebook,,specialty,Wells' Notebook,,,,,,1792-01-01T00:00:00,,,,,,1830-12-31T00:00:00,,,,,,us:de;,Wells’ Notebook,,"Dates are rough, but wide, estimated from a series called Delaware Cases, which had these dates. See: http://www.worldcat.org/oclc/2882722"
Wend.,Wendell's Reports,,state,Wend.,,,,,,1828-01-01T00:00:00,,,,,,1841-12-31T00:00:00,,,,,,us:ny;court.appeals,"W., Wend. Rep., Wend.(N.Y.), Wendell, Wendell Rep.",,
West Coast Rep.,West Coast Reporter,,federal,West Coast Rep.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,West Co. Rep.,,
West. Jur.,"Western Jurist (Des Moines, Iowa)",,federal,West. Jur.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
